Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TransSalePrice,InsideSF,OutsideSF,TotalSF,OverallQualCond,GarageCarArea,ExterQualCond,BsmtQualCond,BsmtQualCondPlus,FireplacesQu,GarageQualCond
863,20,RL,81.0,9672,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,4,3,1,6,338,1,0,702,1040,GasA,3,Y,SBrkr,1097,0,0,1097,0,0,2,0,3,1,3,6,7,0,0,Attchd,1986.0,Unf,2,480,3,3,Y,0,0,0,0,0,0,0,4,No_MF,0,5,2010,WD,Normal,152000,11.931642378754141,2617,0,2617,30,960,9,12,72,0,9
864,20,RL,70.0,7931,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,0.0,3,3,CBlock,3,3,1,4,1148,1,0,0,1148,GasA,3,Y,SBrkr,1148,0,0,1148,1,0,1,0,3,1,3,6,7,0,0,Attchd,1959.0,Unf,1,672,3,3,Y,0,0,0,0,0,0,0,4,No_MF,0,7,2009,WD,Normal,132500,11.794345471549745,2968,0,2968,25,672,9,9,36,0,9
865,20,FV,72.0,8640,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,5,3,1,1,0,1,0,1372,1372,GasA,5,Y,SBrkr,1372,0,0,1372,0,0,2,0,3,1,4,6,7,0,0,Attchd,2008.0,Fin,2,529,3,3,Y,0,140,0,0,0,0,0,0,No_MF,0,5,2008,New,Partial,250580,12.43153750053306,3273,140,3413,35,1058,12,15,15,0,9
866,20,RL,67.48716360703567,8750,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,76.0,3,3,CBlock,3,3,1,4,828,1,0,174,1002,GasA,3,Y,SBrkr,1002,0,0,1002,1,0,1,0,3,1,3,5,7,0,0,Detchd,1973.0,Unf,2,902,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,8,2009,WD,Normal,148500,11.908346971208951,2906,0,2906,30,1804,9,9,36,0,9
867,20,RL,67.0,10656,Pave,No_Alley,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,274.0,4,3,PConc,4,3,3,1,0,1,0,1638,1638,GasA,5,Y,SBrkr,1646,0,0,1646,0,0,2,0,3,1,4,6,7,1,4,Attchd,2007.0,RFn,3,870,3,3,Y,192,80,0,0,0,0,0,0,No_MF,0,11,2007,New,Partial,248900,12.424810506025395,4154,272,4426,40,2610,12,12,36,4,9
868,20,RL,85.0,6970,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,CBlock,3,3,1,5,932,1,0,108,1040,GasA,3,Y,SBrkr,1120,0,0,1120,1,0,1,1,3,1,2,5,7,0,0,Attchd,1961.0,RFn,2,544,3,3,Y,168,0,0,0,0,0,0,0,Shed,400,5,2007,WD,Normal,129000,11.767575435251748,2704,168,2872,20,1088,9,9,45,0,9
869,60,RL,80.43629016703565,14762,Pave,No_Alley,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,4,Y,SBrkr,1547,720,53,2320,0,0,2,0,2,1,3,7,7,1,3,Attchd,1979.0,Unf,2,672,3,3,P,120,144,0,0,0,0,0,0,No_MF,0,5,2006,WD,Normal,169000,12.037659911047468,2992,264,3256,30,1344,9,0,0,3,9
870,60,RL,80.0,9938,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,246.0,4,3,PConc,4,3,1,6,750,1,0,300,1050,GasA,5,Y,SBrkr,1062,887,0,1949,1,0,2,1,3,1,4,8,7,1,3,Attchd,1993.0,Fin,2,574,3,3,Y,156,90,0,0,0,0,0,4,No_MF,0,6,2010,WD,Normal,236000,12.371591321286905,3573,246,3819,35,1148,12,12,72,3,9
871,20,RL,60.0,6600,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,894,894,GasA,4,N,SBrkr,894,0,0,894,0,0,1,0,2,1,3,5,7,0,0,Detchd,1962.0,Unf,1,308,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,8,2009,WD,Normal,109500,11.603688960617083,2096,0,2096,25,308,9,9,9,0,9
872,60,RL,70.0,8750,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,116.0,3,3,PConc,4,3,1,6,505,1,0,299,804,GasA,5,Y,SBrkr,804,878,0,1682,0,0,2,1,3,1,4,7,7,0,0,Attchd,1998.0,RFn,2,523,3,3,Y,0,77,0,0,0,0,0,0,No_MF,0,6,2010,WD,Normal,200500,12.208574513247495,3009,77,3086,30,1046,9,12,72,0,9
873,20,RL,74.0,8892,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,0.0,4,3,Stone,3,3,3,1,0,1,0,105,105,GasA,4,Y,SBrkr,910,0,0,910,0,0,1,0,3,1,4,5,7,0,0,Attchd,1953.0,Unf,2,414,3,3,Y,196,0,150,0,0,0,0,2,No_MF,0,10,2008,WD,Normal,116000,11.661354090741,1579,196,1775,35,828,12,9,27,0,9
874,40,RL,60.0,12144,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,CBlock,3,3,1,3,375,1,0,457,832,GasA,4,Y,SBrkr,1036,0,232,1268,0,0,1,0,3,1,3,6,7,1,4,Attchd,1949.0,Unf,1,288,3,3,Y,0,28,0,0,0,0,0,0,Othr,0,9,2009,WD,Normal,133000,11.798111925972618,2388,28,2416,35,288,12,9,27,4,9
875,50,RM,52.0,5720,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,1,1,0,1,0,676,676,GasA,5,Y,SBrkr,676,455,0,1131,0,0,1,1,3,1,3,5,7,0,0,Detchd,1941.0,Unf,1,200,3,3,Y,26,0,0,0,0,0,0,0,No_MF,0,8,2009,WD,Abnorml,66500,11.104972264124868,2007,26,2033,30,200,9,9,9,0,9
876,60,FV,75.0,9000,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,3,PConc,4,3,3,6,64,1,0,1120,1184,GasA,5,Y,SBrkr,1184,1426,0,2610,0,0,2,1,4,1,5,11,7,1,4,BuiltIn,2007.0,Fin,2,550,3,3,Y,208,364,0,0,0,0,0,0,No_MF,0,8,2007,New,Partial,303477,12.623064399210183,4344,572,4916,40,1100,12,12,216,4,9
877,20,RL,94.0,25286,Pave,No_Alley,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,PConc,3,3,4,5,633,1,0,431,1064,GasA,4,Y,SBrkr,1040,0,0,1040,1,0,1,0,3,1,3,5,7,0,0,Attchd,1963.0,Unf,2,648,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,1,2007,WD,Normal,132250,11.792456911128632,2752,0,2752,20,1296,9,9,180,0,9
878,60,RL,74.0,8834,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,216.0,4,3,PConc,5,3,1,6,1170,1,0,292,1462,GasA,5,Y,SBrkr,1462,762,0,2224,1,0,2,1,4,1,5,10,7,1,4,Attchd,2004.0,Fin,3,738,3,3,Y,184,0,0,0,0,0,0,0,No_MF,0,6,2009,WD,Normal,350000,12.765691290604371,4424,184,4608,45,2214,12,15,90,4,9
879,85,RL,88.0,11782,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,3,5,899,1,0,210,1109,GasA,3,Y,SBrkr,1155,0,0,1155,1,0,1,0,3,1,4,6,5,0,0,Detchd,1987.0,Unf,2,576,3,3,Y,192,0,0,0,0,0,0,3,Shed,400,6,2010,WD,Normal,148000,11.904974309480183,2840,192,3032,35,1152,9,9,135,0,9
880,20,RL,63.717873607035656,7000,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,90.0,4,4,CBlock,3,3,1,5,646,1,0,218,864,GasA,5,Y,SBrkr,864,0,0,864,1,0,1,0,3,1,3,6,7,0,0,Attchd,1978.0,Unf,1,336,3,3,Y,0,0,0,0,0,0,0,2,No_MF,0,7,2009,WD,Normal,136500,11.824087219587643,2064,0,2064,40,336,16,9,45,0,9
881,20,RL,60.0,7024,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,5,4,1,5,980,1,0,110,1090,GasA,4,Y,SBrkr,1090,0,0,1090,1,0,1,1,2,1,3,5,7,0,0,Attchd,2005.0,Fin,2,450,3,3,Y,0,49,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,157000,11.964007453736912,2630,49,2679,25,900,9,20,100,0,9
882,50,RL,44.0,13758,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,117.0,4,4,CBlock,4,3,2,2,902,1,0,254,1156,GasA,5,Y,SBrkr,1187,530,0,1717,0,0,2,1,3,1,4,7,7,1,3,Attchd,1990.0,RFn,2,400,3,3,Y,168,36,0,0,0,0,0,0,No_MF,0,4,2007,WD,Normal,187500,12.141539457711714,3273,204,3477,35,800,16,12,48,3,9
883,60,RL,69.39550128703567,9636,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0,1,0,808,808,GasA,4,Y,SBrkr,808,785,0,1593,0,0,2,1,3,1,3,7,7,1,3,BuiltIn,1993.0,RFn,2,389,3,3,Y,342,40,0,0,0,0,0,3,No_MF,0,12,2009,WD,Normal,178000,12.08954444723597,2790,382,3172,30,778,9,12,12,3,9
884,75,RL,60.0,6204,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,PConc,3,2,1,1,0,1,0,795,795,GasA,3,N,SBrkr,954,795,481,2230,1,0,1,0,5,1,3,10,7,0,0,Detchd,1997.0,Unf,1,440,3,4,Y,0,188,0,0,0,0,0,0,No_MF,0,3,2006,WD,Normal,118500,11.682676678340282,3465,188,3653,20,440,12,6,6,0,12
885,20,RL,65.0,7150,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,1,4,432,1,0,460,892,GasA,3,Y,SBrkr,892,0,0,892,0,0,1,0,3,1,3,5,7,0,0,Attchd,1967.0,RFn,1,288,3,3,Y,0,0,0,0,0,0,0,2,No_MF,0,7,2009,WD,Normal,100000,11.51293546492023,2072,0,2072,25,288,9,9,36,0,9
886,120,FV,50.0,5119,Pave,No_Alley,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,60.0,4,3,PConc,5,3,3,6,1238,1,0,460,1698,GasA,5,Y,SBrkr,1709,0,0,1709,1,0,2,0,2,1,4,5,7,1,3,Attchd,1999.0,Fin,2,506,3,3,Y,97,65,0,0,0,0,0,0,No_MF,0,1,2008,CWD,Abnorml,328900,12.70351207261035,3913,162,4075,45,1012,12,15,270,3,9
887,90,RL,70.0,8393,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,122.0,3,3,CBlock,3,3,1,2,528,1,0,1098,1626,GasA,5,Y,SBrkr,1712,0,0,1712,0,0,2,0,4,2,3,8,7,0,0,Attchd,2005.0,Fin,2,588,3,3,Y,272,54,0,0,0,0,0,0,No_MF,0,6,2006,WD,Family,145000,11.884495917930655,3926,326,4252,25,1176,9,9,18,0,9
888,50,RL,59.0,16466,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,PConc,3,3,1,1,0,1,0,816,816,GasA,3,Y,SBrkr,872,521,0,1393,0,0,1,1,3,1,3,8,7,0,0,Attchd,1955.0,Unf,1,300,3,3,Y,121,0,0,0,265,0,0,0,No_MF,0,4,2008,WD,Normal,135500,11.816734299348461,2509,121,2630,35,300,12,9,9,0,9
889,20,RL,95.0,15865,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,4,PConc,3,4,4,5,351,3,823,1043,2217,GasA,5,Y,SBrkr,2217,0,0,2217,1,0,2,0,4,1,4,8,7,1,3,Attchd,1970.0,Unf,2,621,3,3,Y,81,207,0,0,224,0,0,0,No_MF,0,10,2007,WD,Normal,268000,12.498745990829315,5055,288,5343,48,1242,16,12,720,3,9
890,20,RL,128.0,12160,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,90.0,3,3,CBlock,3,3,1,4,1024,1,0,481,1505,GasA,5,Y,SBrkr,1505,0,0,1505,1,0,1,0,2,1,3,6,7,1,3,Attchd,1953.0,RFn,2,505,3,3,Y,0,0,0,162,0,0,0,0,No_MF,0,2,2009,WD,Normal,149500,11.915058360753719,3515,0,3515,24,1010,9,9,36,3,9
891,50,RL,60.0,8064,Pave,No_Alley,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0,1,0,672,672,GasA,5,Y,SBrkr,672,252,0,924,0,0,1,0,3,1,3,6,7,1,1,Detchd,2003.0,Unf,2,576,3,3,Y,0,0,0,0,0,0,0,3,Shed,2000,7,2007,WD,Normal,122900,11.719134432217524,2172,0,2172,35,1152,12,9,18,1,9
892,60,RL,70.0,11184,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,HdBoard,BrkFace,92.0,3,3,CBlock,3,3,1,2,226,3,500,192,918,GasA,4,Y,SBrkr,918,765,0,1683,0,0,2,1,3,1,3,7,7,1,3,Attchd,1978.0,RFn,2,440,3,3,Y,243,0,0,0,0,0,0,0,No_MF,0,7,2009,WD,Normal,172500,12.058158312538197,3041,243,3284,30,880,9,9,54,3,9
893,20,RL,70.0,8414,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,6,663,1,0,396,1059,GasA,3,Y,SBrkr,1068,0,0,1068,0,1,1,0,3,1,3,6,7,0,0,Attchd,1963.0,RFn,1,264,3,3,Y,192,0,0,0,0,0,0,3,No_MF,0,2,2006,WD,Normal,154500,11.947955847790901,2391,192,2583,48,264,9,9,54,0,9
894,20,RL,77.25285552703565,13284,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,3,3,PConc,4,3,2,4,1064,1,0,319,1383,GasA,3,Y,SBrkr,1383,0,0,1383,1,0,1,0,3,1,3,6,7,1,4,Attchd,1954.0,Unf,1,354,3,3,Y,511,116,0,0,0,0,0,4,No_MF,0,6,2008,WD,Normal,165000,12.013706813470414,3120,627,3747,25,354,9,12,96,4,9
895,90,RL,64.0,7018,Pave,No_Alley,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1535,0,0,1535,0,0,2,0,4,2,3,8,7,0,0,Attchd,1979.0,Unf,2,400,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2009,WD,Alloca,118858,11.685693195625964,1935,0,1935,25,800,9,0,0,0,9
896,60,RL,71.0,7056,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,415.0,3,3,CBlock,3,3,1,4,400,1,0,380,780,GasA,3,Y,SBrkr,983,813,0,1796,1,0,1,1,4,1,3,8,7,1,3,Attchd,1963.0,RFn,2,483,3,3,Y,0,50,0,0,0,0,0,0,No_MF,0,10,2008,WD,Normal,140000,11.849404844423074,3059,50,3109,30,966,9,9,36,3,9
897,30,RM,50.0,8765,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,1,5,285,1,0,666,951,GasA,5,N,SBrkr,951,0,0,951,0,0,1,0,2,1,3,6,7,0,0,Detchd,1936.0,Unf,1,327,3,3,Y,0,28,0,0,0,0,0,0,No_MF,0,4,2006,WD,Abnorml,106500,11.575909653758895,2229,28,2257,24,327,9,9,45,0,9
898,90,RL,64.0,7018,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,3,Slab,0,0,0,0,0,0,0,0,0,GasA,3,Y,SBrkr,1120,1120,0,2240,0,0,2,0,6,2,3,12,7,0,0,Detchd,1979.0,Unf,2,528,3,3,Y,154,0,0,0,0,0,0,0,No_MF,0,6,2009,WD,Alloca,142953,11.870278179170796,2768,154,2922,25,1056,9,0,0,0,9
899,20,RL,100.0,12919,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,VinylSd,Stone,760.0,5,3,PConc,5,3,4,6,2188,1,0,142,2330,GasA,5,Y,SBrkr,2364,0,0,2364,1,0,2,1,2,1,5,11,7,2,4,Attchd,2009.0,Fin,3,820,3,3,Y,0,67,0,0,0,0,0,0,No_MF,0,3,2010,New,Partial,611657,13.323928581764989,5514,67,5581,45,2460,15,15,360,8,9
900,20,RL,65.0,6993,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,4,465,1,0,447,912,GasA,3,Y,SBrkr,1236,0,0,1236,0,0,1,0,3,1,3,6,7,1,3,Attchd,1961.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2006,WD,Normal,135000,11.813037464800539,2436,0,2436,35,288,9,9,36,3,9
901,20,RL,64.45019280703566,7340,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,1,5,322,1,0,536,858,GasA,3,Y,SBrkr,858,0,0,858,0,0,1,0,2,1,3,4,7,0,0,Detchd,1979.0,Unf,1,684,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,110000,11.608244735642321,2400,0,2400,24,684,9,9,45,0,9
902,20,RL,64.0,8712,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,4,860,1,0,132,992,GasA,3,Y,SBrkr,1306,0,0,1306,1,0,1,0,2,1,3,5,7,0,0,Detchd,1968.0,Unf,1,756,3,3,Y,0,0,0,0,0,0,0,0,No_MF,0,5,2009,WD,Normal,153000,11.938199736300925,3054,0,3054,35,756,12,9,72,0,9
903,60,RL,63.0,7875,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,783,783,GasA,5,Y,SBrkr,807,702,0,1509,0,0,2,1,3,1,4,8,7,1,4,Attchd,2003.0,Fin,2,393,3,3,Y,0,75,0,0,0,0,0,0,No_MF,0,7,2006,WD,Normal,180000,12.100717685412471,2685,75,2760,35,786,12,12,12,4,9
904,20,RL,50.0,14859,Pave,No_Alley,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,27.0,4,3,PConc,4,3,1,1,0,1,0,1670,1670,GasA,5,Y,SBrkr,1670,0,0,1670,0,0,2,0,3,1,4,7,7,1,4,Attchd,2006.0,RFn,3,690,3,3,Y,144,60,0,0,0,0,0,0,No_MF,0,8,2006,New,Partial,240000,12.388398368982115,4030,204,4234,35,2070,12,12,12,4,9
905,20,RL,61.936614847035656,6173,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,Wd Sdng,BrkFace,75.0,3,3,CBlock,3,3,1,6,599,1,0,277,876,GasA,3,Y,SBrkr,902,0,0,902,0,0,1,0,3,1,3,6,7,0,0,Attchd,1967.0,Unf,1,288,3,3,Y,0,0,0,0,0,0,0,3,No_MF,0,8,2007,WD,Normal,125500,11.74006900564972,2066,0,2066,30,288,9,9,54,0,9
906,20,RL,80.0,9920,Pave,No_Alley,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,110.0,3,3,CBlock,3,3,1,3,354,2,290,412,1056,GasA,3,Y,SBrkr,1063,0,0,1063,1,0,1,0,3,1,3,6,7,0,0,Attchd,1954.0,RFn,1,280,3,3,Y,0,0,164,0,0,0,0,3,No_MF,0,2,2010,WD,Normal,128000,11.759793355371237,2563,0,2563,25,280,9,9,54,0,9
907,20,RL,116.0,13501,Pave,No_Alley,IR1,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,208.0,4,3,PConc,4,3,1,6,63,1,0,1560,1623,GasA,5,Y,SBrkr,1636,0,0,1636,1,0,2,0,3,1,4,8,7,1,4,Attchd,2006.0,RFn,3,865,3,3,Y,0,60,0,0,0,0,0,0,No_MF,0,6,2007,WD,Normal,255000,12.449022745701502,4124,60,4184,40,2595,12,12,72,4,9
908,50,RL,86.0,11500,Pave,No_Alley,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,3,CBlock,4,3,1,3,223,1,0,794,1017,GasA,4,Y,SBrkr,1020,1037,0,2057,0,0,1,1,3,1,4,6,7,1,4,Attchd,1936.0,Fin,1,180,2,3,Y,0,0,0,0,322,0,0,0,No_MF,0,6,2006,WD,Normal,250000,12.429220196836383,3254,0,3254,49,180,12,12,36,4,6
909,20,RL,67.77793740703568,8885,Pave,No_Alley,IR1,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,4,3,3,4,301,5,324,239,864,GasA,3,Y,SBrkr,902,0,0,902,1,0,1,0,2,1,3,5,7,0,0,Attchd,1983.0,Unf,2,484,3,3,Y,164,0,0,0,0,0,0,3,No_MF,0,6,2006,WD,Normal,131000,11.782960235741939,2250,164,2414,25,968,9,12,720,0,9
910,60,RL,149.0,12589,Pave,No_Alley,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0,1,0,742,742,GasA,5,Y,SBrkr,742,742,0,1484,0,0,2,1,3,1,4,8,7,1,4,Attchd,2005.0,Fin,2,390,3,3,Y,36,24,0,0,0,0,0,0,No_MF,0,6,2009,WD,Normal,174000,12.066816325306588,2616,60,2676,30,780,12,12,12,4,9
